Matrice des probabilites (heure x paquets) :
6 20 5 800
Heure	0	1	2	3	4
6	1.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000
7	1.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000
8	1.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000
9	0.95604395604395608910	0.04395604395604395948	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000
10	0.94505494505494502810	0.04395604395604395948	0.01098901098901098987	0.00000000000000000000	0.00000000000000000000
11	0.90109890109890111720	0.07692307692307692735	0.02197802197802197974	0.00000000000000000000	0.00000000000000000000
12	0.85714285714285709528	0.12087912087912087988	0.02197802197802197974	0.00000000000000000000	0.00000000000000000000
13	0.81318681318681318437	0.18681318681318681563	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000
14	0.84615384615384614531	0.12087912087912087988	0.03296703296703296787	0.00000000000000000000	0.00000000000000000000
15	0.85714285714285709528	0.13186813186813187149	0.01098901098901098987	0.00000000000000000000	0.00000000000000000000
16	0.89010989010989005621	0.09890109890109889668	0.01098901098901098987	0.00000000000000000000	0.00000000000000000000
17	0.98901098901098905003	0.01098901098901098987	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000
18	1.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000
19	1.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000
20	1.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000
